,0
13678,H
13679,H
13680,A
13681,H
13682,H
13683,A
13684,H
13685,A
13686,H
13687,H
13688,H
13689,H
13690,H
13691,H
13692,A
13693,A
13694,H
13695,A
13696,H
13697,H
13698,H
13699,H
13700,H
13701,A
13702,H
13703,H
13704,A
13705,A
13706,A
13707,H
13708,H
13709,H
13710,A
13711,A
13712,A
13713,H
13714,H
13715,H
13716,A
13717,H
13718,A
13719,A
13720,H
13721,A
13722,H
13723,A
13724,H
13725,A
13726,H
13727,H
13728,A
13729,A
13730,H
13731,H
13732,A
13733,A
13734,H
13735,A
13736,A
13737,H
13738,A
13739,A
13740,A
13741,H
13742,A
13743,H
13744,A
13745,H
13746,H
13747,H
13748,H
13749,A
13750,H
13751,H
13752,A
13753,A
13754,H
13755,H
13756,H
13757,H
13758,A
13759,H
13760,H
13761,H
13762,A
13763,H
13764,A
13765,H
13766,H
13767,H
13768,A
13769,H
13770,A
13771,H
13772,H
13773,H
13774,H
13775,A
13776,H
13777,H
13778,H
13779,H
13780,A
13781,A
13782,H
13783,A
13784,H
13785,A
13786,H
13787,H
13788,H
13789,H
13790,A
13791,H
13792,H
13793,H
13794,H
13795,H
13796,A
13797,H
13798,A
13799,A
13800,A
13801,H
13802,H
13803,H
13804,H
13805,H
13806,A
13807,H
13808,H
13809,H
13810,A
13811,A
13812,A
13813,A
13814,H
13815,H
13816,A
13817,H
13818,H
13819,H
13820,A
13821,H
13822,H
13823,H
13824,H
13825,A
13826,H
13827,H
13828,H
13829,H
13830,A
13831,H
13832,A
13833,H
13834,A
13835,H
13836,H
13837,H
13838,A
13839,H
13840,A
13841,H
13842,H
13843,A
13844,A
13845,A
13846,H
13847,A
13848,H
13849,A
13850,A
13851,A
13852,H
13853,H
13854,A
13855,H
13856,A
13857,A
13858,H
13859,A
13860,H
13861,H
13862,A
13863,H
13864,H
13865,A
13866,A
13867,H
13868,H
13869,H
13870,A
13871,H
13872,A
13873,H
13874,H
13875,H
13876,A
13877,H
13878,H
13879,H
13880,A
13881,H
13882,H
13883,H
13884,H
13885,H
13886,A
13887,H
13888,A
13889,A
13890,A
13891,H
13892,A
13893,A
13894,H
13895,H
13896,A
13897,H
13898,H
13899,H
13900,A
13901,H
13902,A
13903,H
13904,A
13905,H
13906,H
13907,A
13908,H
13909,H
13910,A
13911,H
13912,A
13913,A
13914,H
13915,A
13916,A
13917,A
13918,A
13919,H
13920,H
13921,H
13922,A
13923,H
13924,A
13925,A
13926,H
13927,H
13928,H
13929,H
13930,A
13931,H
13932,A
13933,A
13934,A
13935,H
13936,H
13937,H
13938,H
13939,A
13940,A
13941,A
13942,H
13943,A
13944,H
13945,H
13946,H
13947,A
13948,H
13949,H
13950,H
13951,H
13952,A
13953,H
13954,H
13955,H
13956,H
13957,H
13958,H
13959,A
13960,A
13961,A
13962,H
13963,H
13964,H
13965,H
13966,H
13967,H
13968,A
13969,H
13970,A
13971,H
13972,H
13973,H
13974,H
13975,H
13976,H
13977,A
13978,H
13979,H
13980,A
13981,H
13982,H
13983,A
13984,H
13985,H
13986,H
13987,H
13988,H
13989,H
13990,H
13991,H
13992,A
13993,A
13994,H
13995,H
13996,H
13997,A
13998,H
13999,H
14000,H
14001,A
14002,A
14003,A
14004,H
14005,H
14006,H
14007,A
14008,H
14009,H
14010,H
14011,H
14012,A
14013,H
14014,A
14015,A
14016,A
14017,A
14018,A
14019,H
14020,A
14021,A
14022,A
14023,H
14024,H
14025,A
14026,A
14027,A
14028,A
14029,A
14030,H
14031,A
14032,H
14033,H
14034,H
14035,H
14036,H
14037,H
14038,H
14039,H
14040,A
14041,A
14042,H
14043,A
14044,H
14045,H
14046,H
14047,H
14048,A
14049,H
14050,H
14051,A
14052,H
14053,H
14054,A
14055,H
14056,H
14057,A
14058,A
14059,A
14060,H
14061,A
14062,H
14063,A
14064,H
14065,H
14066,H
14067,H
14068,H
14069,H
14070,H
14071,A
14072,H
14073,H
14074,H
14075,A
14076,A
14077,A
14078,A
14079,A
14080,H
14081,H
14082,H
14083,H
14084,H
14085,H
14086,A
14087,H
14088,H
14089,H
14090,H
14091,H
14092,A
14093,H
14094,A
14095,A
14096,H
14097,H
14098,A
14099,H
14100,A
14101,H
14102,H
14103,A
14104,A
14105,H
14106,H
14107,A
14108,A
14109,A
14110,H
14111,A
14112,H
14113,H
14114,H
14115,H
14116,H
14117,A
14118,A
14119,H
14120,H
14121,H
14122,H
14123,H
14124,H
14125,A
14126,A
14127,H
14128,H
14129,A
14130,A
14131,A
14132,H
14133,H
14134,A
14135,H
14136,H
14137,H
14138,H
14139,H
14140,H
14141,H
14142,H
14143,H
14144,A
14145,A
14146,A
14147,H
14148,H
14149,H
14150,A
14151,H
14152,H
14153,H
14154,A
14155,A
14156,A
14157,H
14158,H
14159,H
14160,H
14161,H
14162,H
14163,H
14164,H
14165,H
14166,A
14167,H
14168,A
14169,H
14170,A
14171,A
14172,A
14173,H
14174,H
14175,A
14176,H
14177,H
14178,H
14179,A
14180,H
14181,H
14182,H
14183,A
14184,A
14185,H
14186,H
14187,A
14188,H
14189,A
14190,A
14191,H
14192,H
14193,H
14194,H
14195,A
14196,A
14197,H
14198,H
14199,H
14200,H
14201,H
14202,H
14203,A
14204,A
14205,H
14206,A
14207,H
14208,A
14209,A
14210,A
14211,H
14212,A
14213,H
14214,A
14215,A
14216,H
14217,H
14218,A
14219,A
14220,H
14221,H
14222,A
14223,A
14224,H
14225,H
14226,H
14227,A
14228,H
14229,H
14230,H
14231,A
14232,H
14233,H
14234,H
14235,A
14236,A
14237,H
14238,H
14239,A
14240,A
14241,A
14242,H
14243,H
14244,H
14245,H
14246,H
14247,A
14248,H
14249,A
14250,A
14251,H
14252,H
14253,H
14254,H
14255,H
14256,H
14257,H
14258,A
14259,H
14260,H
14261,A
14262,A
14263,H
14264,A
14265,H
14266,A
14267,H
14268,A
14269,H
14270,H
14271,A
14272,A
14273,H
14274,A
14275,H
14276,H
14277,A
14278,A
14279,H
14280,H
14281,A
14282,H
14283,H
14284,A
14285,H
14286,H
14287,A
14288,H
14289,H
14290,A
14291,A
14292,H
14293,A
14294,A
14295,A
14296,H
14297,H
14298,H
14299,A
14300,A
14301,H
14302,H
14303,H
14304,H
14305,H
14306,H
14307,H
14308,H
14309,H
14310,H
14311,H
14312,H
14313,A
14314,A
14315,H
14316,A
14317,H
14318,H
14319,H
14320,A
14321,A
14322,H
14323,H
14324,H
14325,A
14326,A
14327,H
14328,A
14329,H
14330,H
14331,H
14332,H
14333,H
14334,H
14335,A
14336,H
14337,H
14338,A
14339,H
14340,H
14341,H
14342,A
14343,A
14344,H
14345,A
14346,H
14347,H
14348,H
14349,A
14350,H
14351,H
14352,H
14353,A
14354,A
14355,A
14356,H
14357,A
14358,H
14359,H
14360,H
14361,H
14362,H
14363,H
14364,A
14365,A
14366,A
14367,H
14368,H
14369,A
14370,H
14371,H
14372,H
14373,H
14374,H
14375,H
14376,A
14377,A
14378,H
14379,H
14380,H
14381,H
14382,H
14383,H
14384,H
14385,A
14386,A
14387,H
14388,H
14389,A
14390,H
14391,H
14392,H
14393,H
14394,H
14395,H
14396,A
14397,H
14398,A
14399,H
14400,H
14401,H
14402,H
14403,H
14404,H
14405,A
14406,A
14407,A
14408,H
14409,H
14410,H
14411,H
14412,A
14413,A
14414,H
14415,A
14416,H
14417,H
14418,A
14419,A
14420,A
14421,H
14422,H
14423,A
14424,H
14425,H
14426,H
14427,A
14428,H
14429,A
14430,A
14431,H
14432,H
14433,H
14434,A
14435,A
14436,H
14437,H
14438,H
14439,A
14440,A
14441,A
14442,H
14443,A
14444,A
14445,A
14446,H
14447,H
14448,A
14449,H
14450,A
14451,H
14452,H
14453,A
14454,A
14455,A
14456,A
14457,H
14458,H
14459,H
14460,A
14461,H
14462,H
14463,A
14464,H
14465,A
14466,H
14467,H
14468,H
14469,A
14470,A
14471,H
14472,A
14473,H
14474,A
14475,A
14476,A
14477,H
14478,A
14479,H
14480,A
14481,H
14482,H
14483,H
14484,H
14485,A
14486,A
14487,H
14488,A
14489,A
14490,A
14491,H
14492,A
14493,A
14494,H
14495,H
14496,H
14497,A
14498,H
14499,H
14500,H
14501,H
14502,H
14503,A
14504,A
14505,H
14506,A
14507,A
14508,A
14509,H
14510,H
14511,H
14512,H
14513,H
14514,H
14515,H
14516,H
14517,H
14518,A
14519,A
14520,A
14521,A
14522,H
14523,H
14524,A
14525,H
14526,A
14527,A
14528,A
14529,H
14530,H
14531,H
14532,A
14533,A
14534,H
14535,A
14536,H
14537,H
14538,A
14539,H
14540,A
14541,H
14542,H
14543,A
14544,H
14545,A
14546,H
14547,A
14548,A
14549,A
14550,A
14551,H
14552,H
14553,A
14554,H
14555,H
14556,H
14557,A
14558,A
14559,A
14560,A
14561,A
14562,A
14563,A
14564,H
14565,A
14566,H
14567,A
14568,H
14569,A
14570,A
14571,H
14572,H
14573,A
14574,H
14575,H
14576,A
14577,A
14578,H
14579,A
14580,A
14581,H
14582,A
14583,A
14584,H
14585,A
14586,A
14587,H
14588,A
14589,A
14590,H
14591,A
14592,H
14593,H
14594,A
14595,A
14596,A
14597,A
14598,A
14599,H
14600,A
14601,H
14602,H
14603,H
14604,H
14605,H
14606,A
14607,A
14608,H
14609,A
14610,H
14611,H
14612,A
14613,H
14614,H
14615,A
14616,H
14617,H
14618,H
14619,H
14620,A
14621,H
14622,A
14623,A
14624,A
14625,A
14626,A
14627,H
14628,A
14629,H
14630,A
14631,A
14632,A
14633,H
14634,H
14635,H
14636,H
14637,H
14638,A
14639,H
14640,H
14641,H
14642,A
14643,A
14644,A
14645,H
14646,A
14647,A
14648,A
14649,H
14650,H
14651,H
14652,A
14653,H
14654,H
14655,H
14656,H
14657,A
14658,H
14659,H
14660,A
14661,A
14662,A
14663,H
14664,H
14665,H
14666,H
14667,H
14668,H
14669,A
14670,H
14671,H
14672,A
14673,A
14674,A
14675,H
14676,H
14677,H
14678,H
14679,A
14680,A
14681,H
14682,H
14683,A
14684,H
14685,A
14686,H
14687,H
14688,H
14689,H
14690,H
14691,A
14692,H
14693,A
14694,A
14695,H
14696,H
14697,H
14698,A
14699,A
14700,H
14701,H
14702,A
14703,H
14704,H
14705,H
14706,A
14707,H
14708,A
14709,H
14710,A
14711,H
14712,A
14713,A
14714,H
14715,H
14716,H
14717,H
14718,A
14719,A
14720,A
14721,H
14722,A
14723,H
14724,H
14725,H
14726,H
14727,H
14728,A
14729,H
14730,H
14731,H
14732,A
14733,H
14734,H
14735,H
14736,H
14737,A
14738,H
14739,H
14740,A
14741,H
14742,H
14743,H
14744,A
14745,A
14746,H
14747,A
14748,A
14749,H
14750,A
14751,H
14752,H
14753,H
14754,A
14755,A
14756,A
14757,H
14758,H
14759,H
14760,A
14761,H
14762,A
14763,A
14764,A
14765,A
14766,H
14767,H
14768,H
14769,H
14770,H
14771,H
14772,H
14773,H
14774,H
14775,A
14776,H
14777,H
14778,H
14779,A
14780,H
14781,H
14782,A
14783,A
14784,H
14785,H
14786,A
14787,H
14788,A
14789,A
14790,A
14791,H
14792,H
14793,H
14794,H
14795,H
14796,H
14797,H
14798,H
14799,H
14800,H
14801,H
14802,H
14803,H
14804,A
14805,A
14806,A
14807,H
14808,H
14809,H
14810,A
14811,H
14812,H
14813,A
14814,H
14815,H
14816,H
14817,A
14818,A
14819,H
14820,H
14821,A
14822,A
14823,H
14824,H
14825,A
14826,H
14827,H
14828,A
14829,H
14830,A
14831,H
14832,A
14833,A
14834,H
14835,H
14836,A
14837,H
14838,A
14839,A
14840,A
14841,H
14842,A
14843,H
14844,H
14845,H
14846,A
14847,A
14848,A
14849,H
14850,H
14851,H
14852,H
14853,A
14854,H
14855,H
14856,A
14857,A
14858,H
14859,H
14860,A
14861,A
14862,H
14863,H
14864,H
14865,H
14866,H
14867,H
14868,H
14869,A
14870,A
14871,A
14872,H
14873,A
14874,A
14875,A
14876,H
14877,H
14878,A
14879,H
14880,A
14881,H
14882,H
14883,A
14884,A
14885,H
14886,H
14887,H
14888,H
14889,H
14890,H
14891,H
14892,A
14893,A
14894,H
14895,A
14896,H
14897,A
14898,H
14899,H
14900,H
14901,H
14902,A
14903,H
14904,A
14905,A
14906,H
14907,H
14908,A
14909,H
14910,H
14911,A
14912,A
14913,A
14914,H
14915,A
14916,H
14917,H
14918,H
14919,A
14920,H
14921,A
14922,H
14923,H
14924,A
14925,H
14926,H
14927,A
14928,H
14929,A
14930,H
14931,H
14932,A
14933,H
14934,H
14935,A
14936,H
14937,A
14938,H
14939,A
14940,H
14941,H
14942,H
14943,A
14944,A
14945,A
14946,A
14947,A
14948,A
14949,H
14950,H
14951,H
14952,H
14953,A
14954,H
14955,H
14956,H
14957,H
14958,H
14959,H
14960,H
14961,H
14962,A
14963,A
14964,H
14965,A
14966,A
14967,H
14968,H
14969,A
14970,H
14971,A
14972,A
14973,A
14974,H
14975,A
14976,A
14977,A
14978,A
14979,A
14980,H
14981,H
14982,A
14983,H
14984,A
14985,H
14986,A
14987,A
14988,H
14989,H
14990,A
14991,A
14992,A
14993,H
14994,A
14995,A
14996,A
14997,H
14998,H
14999,A
15000,H
15001,H
15002,H
15003,A
15004,A
15005,H
15006,H
15007,H
15008,A
15009,H
15010,H
15011,A
15012,A
15013,H
15014,H
15015,H
15016,A
15017,A
15018,A
15019,A
15020,H
15021,H
15022,H
15023,A
15024,H
15025,A
15026,H
15027,H
15028,A
15029,H
15030,A
15031,H
15032,H
15033,H
15034,H
15035,A
15036,A
15037,A
15038,H
15039,A
15040,A
15041,A
15042,A
15043,H
15044,H
15045,A
15046,H
15047,H
15048,A
15049,H
15050,A
15051,A
15052,H
15053,A
15054,A
15055,H
15056,H
15057,H
15058,H
15059,A
15060,A
15061,H
15062,A
15063,H
15064,H
15065,A
15066,A
15067,A
15068,H
15069,H
15070,A
15071,H
15072,H
15073,H
15074,H
15075,H
15076,H
15077,H
15078,A
15079,A
15080,A
15081,A
15082,A
15083,A
15084,H
15085,H
15086,H
15087,H
15088,A
15089,A
15090,H
15091,H
15092,A
15093,H
15094,A
15095,A
15096,H
15097,H
15098,H
15099,H
15100,H
15101,H
15102,H
15103,H
15104,A
15105,A
15106,H
15107,H
15108,A
15109,A
15110,H
15111,A
15112,A
15113,A
15114,A
15115,A
15116,H
15117,H
15118,A
15119,H
15120,H
15121,A
15122,H
15123,H
15124,A
15125,A
15126,A
15127,A
15128,H
15129,A
15130,A
15131,H
15132,H
15133,H
15134,A
15135,A
15136,H
15137,H
15138,A
15139,A
15140,H
15141,A
15142,A
15143,H
15144,H
15145,A
15146,A
15147,H
15148,H
15149,H
15150,A
15151,H
15152,H
15153,A
15154,A
15155,A
15156,H
15157,H
15158,H
15159,H
15160,A
15161,H
15162,H
15163,A
15164,H
15165,H
15166,A
15167,H
15168,H
15169,H
15170,H
15171,H
15172,H
15173,A
15174,H
15175,A
15176,A
15177,H
15178,A
15179,A
15180,H
15181,H
15182,H
15183,H
15184,A
15185,A
15186,A
15187,A
15188,A
15189,H
15190,H
15191,A
15192,H
15193,H
15194,H
15195,H
15196,A
15197,H
15198,A
15199,A
15200,H
15201,A
15202,H
15203,H
15204,H
15205,H
15206,H
15207,H
15208,A
15209,A
15210,H
15211,H
15212,A
15213,H
15214,H
15215,H
15216,H
15217,H
15218,A
15219,H
15220,H
15221,H
15222,H
15223,H
15224,H
15225,A
15226,A
15227,H
15228,H
15229,H
15230,H
15231,H
15232,A
15233,A
15234,A
15235,A
15236,H
15237,H
15238,H
15239,A
15240,H
15241,A
15242,A
15243,H
15244,A
15245,A
15246,H
15247,H
15248,A
15249,H
15250,H
15251,H
15252,H
15253,H
15254,A
15255,H
15256,A
15257,H
15258,A
15259,H
15260,H
15261,H
15262,H
15263,H
15264,H
15265,H
15266,H
15267,H
15268,H
15269,A
15270,H
15271,A
15272,A
15273,A
15274,H
15275,H
15276,H
15277,A
15278,A
15279,H
15280,A
15281,H
15282,A
15283,H
15284,H
15285,H
15286,H
15287,H
15288,A
15289,H
15290,H
15291,H
15292,H
15293,H
15294,A
15295,H
15296,H
15297,H
15298,A
15299,H
15300,H
15301,A
15302,H
15303,H
15304,H
15305,A
15306,H
15307,H
15308,H
15309,H
15310,H
15311,H
15312,H
15313,H
15314,H
15315,A
15316,H
15317,H
15318,H
15319,A
15320,A
15321,A
15322,H
15323,A
15324,H
15325,H
15326,H
15327,H
15328,A
15329,A
15330,A
15331,A
15332,H
15333,H
15334,H
15335,H
15336,A
15337,H
15338,H
15339,A
15340,A
15341,A
15342,H
15343,H
15344,A
15345,A
15346,H
15347,H
15348,H
15349,A
15350,A
15351,H
15352,H
15353,H
15354,H
15355,A
15356,H
15357,H
15358,H
15359,H
15360,A
15361,H
15362,H
15363,H
15364,A
15365,H
15366,H
15367,H
15368,A
15369,H
15370,H
15371,A
15372,H
15373,H
15374,A
15375,H
15376,H
15377,A
15378,H
15379,H
15380,H
15381,H
15382,H
15383,H
15384,H
15385,H
15386,H
15387,A
15388,H
15389,A
15390,A
15391,A
15392,H
15393,A
15394,H
15395,A
15396,H
15397,A
15398,H
15399,A
15400,A
15401,A
15402,H
15403,H
15404,H
15405,H
15406,H
15407,H
15408,H
15409,H
15410,A
15411,A
15412,H
15413,A
15414,A
15415,A
15416,A
15417,A
15418,H
15419,A
15420,A
15421,A
15422,A
15423,H
15424,H
15425,A
15426,H
15427,H
15428,H
15429,A
15430,H
15431,A
15432,H
15433,H
15434,H
15435,A
15436,H
15437,H
15438,A
15439,A
15440,H
15441,A
15442,A
15443,H
15444,H
15445,A
15446,H
15447,H
15448,A
15449,A
15450,A
15451,H
15452,A
15453,H
15454,H
15455,A
15456,A
15457,H
15458,A
15459,H
15460,H
15461,H
15462,H
15463,H
15464,A
15465,A
15466,H
15467,H
15468,A
15469,H
15470,A
15471,A
15472,A
15473,H
15474,H
15475,A
15476,H
15477,H
15478,H
15479,A
15480,H
15481,H
15482,H
15483,A
15484,H
15485,H
15486,H
15487,H
15488,H
15489,H
15490,H
15491,A
15492,A
15493,H
15494,H
15495,A
15496,A
15497,H
15498,A
15499,H
15500,H
15501,H
15502,H
15503,H
15504,H
15505,A
15506,H
15507,H
15508,H
15509,H
15510,H
15511,A
15512,A
15513,A
15514,H
15515,H
15516,A
15517,A
15518,H
15519,A
15520,H
15521,H
15522,H
15523,A
15524,H
15525,H
15526,A
15527,A
15528,A
15529,H
15530,H
15531,A
15532,H
15533,H
15534,H
15535,H
15536,H
15537,A
15538,H
15539,H
15540,A
15541,A
15542,H
15543,H
15544,A
15545,A
15546,H
15547,H
15548,H
15549,H
15550,H
15551,A
15552,H
15553,H
15554,A
15555,H
15556,A
15557,H
15558,A
15559,H
15560,A
15561,H
15562,A
15563,H
15564,H
15565,H
15566,A
15567,A
15568,H
15569,H
15570,A
15571,H
15572,H
15573,H
15574,A
15575,H
15576,A
15577,A
15578,H
15579,H
15580,A
15581,H
15582,H
15583,H
15584,H
15585,A
15586,H
15587,H
15588,A
15589,H
15590,A
15591,H
15592,H
15593,H
15594,H
15595,H
15596,A
15597,H
15598,H
15599,H
15600,H
15601,H
15602,H
15603,H
15604,H
15605,A
15606,H
15607,H
15608,H
15609,A
15610,A
15611,H
15612,H
15613,A
15614,H
15615,H
15616,H
15617,H
15618,H
15619,A
15620,H
15621,H
15622,H
15623,H
15624,H
15625,H
15626,H
15627,H
15628,A
15629,A
15630,A
15631,H
15632,A
15633,H
15634,H
15635,H
15636,H
15637,A
15638,H
15639,H
15640,H
15641,A
15642,H
15643,H
15644,H
15645,H
15646,A
15647,A
15648,H
15649,H
15650,H
15651,A
15652,H
15653,A
15654,A
15655,A
15656,H
15657,H
15658,H
15659,A
15660,H
15661,A
15662,A
15663,H
15664,H
15665,H
15666,A
15667,A
15668,H
15669,A
15670,A
15671,A
15672,H
15673,H
15674,A
15675,A
15676,H
15677,A
15678,H
15679,H
15680,A
15681,H
15682,H
15683,H
15684,H
15685,A
15686,H
15687,H
15688,A
15689,A
15690,A
15691,H
15692,H
15693,H
15694,H
15695,H
15696,H
15697,H
15698,H
15699,A
15700,H
15701,H
15702,H
15703,A
15704,H
15705,H
15706,H
15707,H
15708,H
15709,H
15710,H
15711,H
15712,H
15713,H
15714,A
15715,H
15716,H
15717,H
15718,H
15719,A
15720,A
15721,H
15722,A
15723,A
15724,A
15725,A
15726,H
15727,A
15728,A
15729,A
15730,H
15731,A
15732,H
15733,A
15734,H
15735,A
15736,A
15737,H
15738,H
15739,H
15740,A
15741,A
15742,H
15743,A
15744,A
15745,A
15746,A
15747,A
15748,A
15749,H
15750,A
15751,H
15752,H
15753,A
15754,H
15755,H
15756,H
15757,A
15758,A
15759,A
15760,A
15761,H
15762,H
15763,A
15764,A
15765,H
15766,A
15767,H
15768,A
15769,H
15770,A
15771,A
15772,H
15773,A
15774,A
15775,H
15776,H
15777,A
15778,A
15779,H
15780,A
15781,H
15782,A
15783,H
15784,A
15785,A
15786,H
15787,A
15788,H
15789,A
15790,A
15791,H
15792,A
15793,H
15794,A
15795,A
15796,A
15797,A
15798,A
15799,A
15800,A
15801,A
15802,H
15803,H
15804,A
15805,H
15806,A
15807,H
15808,A
15809,H
15810,H
15811,A
15812,H
15813,A
15814,H
15815,A
15816,H
15817,H
15818,A
15819,H
15820,H
15821,H
15822,A
15823,A
15824,A
15825,H
15826,A
15827,H
15828,H
15829,H
15830,A
15831,H
15832,H
15833,H
15834,A
15835,H
15836,H
15837,H
15838,A
15839,H
15840,H
15841,H
15842,A
15843,H
15844,A
15845,H
15846,H
15847,A
15848,H
15849,H
15850,A
15851,A
15852,A
15853,H
15854,H
15855,H
15856,H
15857,H
15858,H
15859,H
15860,A
15861,A
15862,A
15863,H
15864,H
15865,H
15866,H
15867,H
15868,H
15869,A
15870,H
15871,H
15872,A
15873,A
15874,A
15875,H
15876,H
15877,A
15878,A
15879,A
15880,H
15881,A
15882,A
15883,A
15884,H
15885,A
15886,H
15887,A
15888,H
15889,H
15890,A
15891,A
15892,H
15893,H
15894,A
15895,H
15896,H
15897,A
15898,H
15899,A
15900,H
15901,A
15902,H
15903,A
15904,H
15905,H
15906,A
15907,A
15908,H
15909,H
15910,A
15911,A
15912,A
15913,A
15914,H
15915,A
15916,A
15917,H
15918,H
15919,A
15920,H
15921,H
15922,H
15923,H
15924,H
15925,H
15926,H
15927,H
15928,H
15929,H
15930,A
15931,A
15932,A
15933,A
15934,H
15935,A
15936,A
15937,H
15938,A
15939,H
15940,A
15941,A
15942,A
15943,H
15944,H
15945,A
15946,A
15947,A
15948,A
15949,A
15950,H
15951,A
15952,A
15953,A
15954,H
15955,H
15956,A
15957,H
15958,H
15959,A
15960,H
15961,A
15962,H
15963,H
15964,A
15965,H
15966,H
15967,H
15968,H
15969,H
15970,H
15971,H
15972,H
15973,H
15974,A
15975,H
15976,H
15977,H
15978,A
15979,H
15980,H
15981,A
15982,H
15983,A
15984,A
15985,H
15986,A
15987,A
15988,H
15989,H
15990,A
15991,A
15992,H
15993,H
15994,H
15995,H
15996,H
15997,H
15998,H
15999,H
16000,H
16001,H
16002,H
16003,A
16004,A
16005,H
16006,A
16007,A
16008,A
16009,H
16010,H
16011,H
16012,A
16013,H
16014,A
16015,H
16016,H
16017,H
16018,A
16019,H
16020,A
16021,A
16022,H
16023,H
16024,H
16025,H
16026,H
16027,H
16028,H
16029,A
16030,H
16031,H
16032,H
16033,H
16034,A
16035,H
16036,A
16037,H
16038,H
16039,H
16040,A
16041,H
16042,H
16043,H
16044,H
16045,A
16046,A
16047,A
16048,H
16049,H
16050,A
16051,H
16052,H
16053,A
16054,H
16055,H
16056,A
16057,H
16058,A
16059,H
16060,A
16061,A
16062,H
16063,A
16064,H
16065,H
16066,A
16067,H
16068,H
16069,A
16070,H
16071,H
16072,H
16073,H
16074,A
16075,A
16076,A
16077,H
16078,H
16079,H
16080,H
16081,A
16082,A
16083,H
16084,H
16085,H
16086,H
16087,H
16088,A
16089,H
16090,A
16091,A
16092,H
16093,H
16094,A
16095,H
16096,A
16097,H
16098,H
16099,A
16100,A
16101,H
16102,H
16103,H
16104,A
16105,H
16106,H
16107,A
16108,A
16109,H
16110,H
16111,A
16112,H
16113,H
16114,A
16115,A
16116,H
16117,H
16118,H
16119,A
16120,H
16121,A
16122,A
16123,A
16124,A
16125,H
16126,H
16127,H
16128,A
16129,H
16130,H
16131,H
16132,H
16133,H
16134,H
16135,H
16136,H
16137,H
16138,H
16139,H
16140,H
16141,A
16142,H
16143,H
16144,H
16145,A
16146,H
16147,H
16148,A
16149,A
16150,H
16151,A
16152,A
16153,A
16154,H
16155,A
16156,H
16157,H
16158,H
16159,H
16160,H
16161,A
16162,A
16163,H
16164,A
16165,H
16166,A
16167,A
16168,H
16169,H
16170,A
16171,H
16172,H
16173,A
16174,A
16175,H
16176,H
16177,H
16178,H
16179,H
16180,H
16181,H
16182,H
16183,H
16184,A
16185,A
16186,H
16187,H
16188,H
16189,H
16190,H
16191,H
16192,H
16193,A
16194,H
16195,H
16196,H
16197,A
16198,H
16199,A
16200,A
16201,A
16202,H
16203,A
16204,H
16205,A
16206,H
16207,A
16208,A
16209,A
16210,A
16211,H
16212,A
16213,H
16214,A
16215,H
16216,H
16217,A
16218,A
16219,A
16220,A
16221,H
16222,H
16223,H
16224,H
16225,H
16226,H
16227,H
16228,H
16229,H
16230,A
16231,H
16232,H
16233,H
16234,H
16235,A
16236,A
16237,A
16238,H
16239,H
16240,H
16241,A
16242,A
16243,H
16244,H
16245,H
16246,A
16247,H
16248,H
16249,H
16250,H
16251,A
16252,H
16253,A
16254,A
16255,H
16256,H
16257,H
16258,H
16259,H
16260,A
16261,H
16262,H
16263,A
16264,H
16265,H
16266,H
16267,H
16268,A
16269,A
16270,H
16271,H
16272,H
16273,H
16274,H
16275,H
16276,H
16277,H
16278,H
16279,H
16280,H
16281,H
16282,A
16283,H
16284,A
16285,H
16286,H
16287,A
16288,A
16289,H
16290,H
16291,H
16292,H
16293,H
16294,H
16295,A
16296,A
16297,H
16298,H
16299,H
16300,H
16301,A
16302,H
16303,H
16304,A
16305,H
16306,H
16307,A
16308,H
16309,H
16310,A
16311,H
16312,A
16313,A
16314,A
16315,A
16316,H
16317,A
16318,H
16319,A
16320,H
16321,H
16322,H
16323,H
16324,H
16325,H
16326,A
16327,A
16328,A
16329,H
16330,A
16331,H
16332,H
16333,A
16334,A
16335,H
16336,H
16337,H
16338,H
16339,A
16340,A
16341,H
16342,H
16343,H
16344,A
16345,A
16346,H
16347,A
16348,H
16349,H
16350,H
16351,A
16352,H
16353,H
16354,H
16355,A
16356,A
16357,H
16358,A
16359,H
16360,A
16361,H
16362,A
16363,H
16364,H
16365,H
16366,H
16367,H
16368,H
16369,A
16370,A
16371,A
16372,A
16373,A
16374,H
16375,H
16376,H
16377,A
16378,A
16379,H
16380,H
16381,H
16382,H
16383,H
16384,H
16385,A
16386,H
16387,H
16388,H
16389,H
16390,H
16391,H
16392,H
16393,A
16394,A
16395,H
16396,A
16397,H
16398,A
16399,H
16400,A
16401,H
16402,H
16403,A
16404,A
16405,H
16406,H
16407,A
16408,H
16409,H
16410,H
16411,H
16412,A
16413,H
16414,H
16415,A
16416,H
16417,H
16418,H
16419,H
16420,A
16421,H
16422,H
16423,A
16424,A
16425,A
16426,H
16427,H
16428,A
16429,A
16430,A
16431,A
16432,H
16433,A
16434,A
16435,A
16436,A
16437,A
16438,H
16439,H
16440,A
16441,H
16442,H
16443,H
16444,H
16445,H
16446,A
16447,A
16448,H
16449,A
16450,H
16451,A
16452,H
16453,A
16454,H
16455,A
16456,A
16457,H
16458,A
16459,H
16460,H
16461,H
16462,A
16463,H
16464,A
16465,A
16466,H
16467,H
16468,A
16469,H
16470,H
16471,A
16472,A
16473,A
16474,A
16475,A
16476,H
